Date,SPY,TLT,alloc_momenutm,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,score,zscore,score_over_bought,zscore_over_bought,cftc_score_momentum_to_equity
2007-08-30,112.36890816881147,59.75762223545212,False,96022.0,0.0,0.0,False,False,False
2007-08-31,113.47606868101684,59.8047229609886,False,96022.0,0.0,0.0,False,False,False
2007-09-04,114.6216745477606,59.83285419126759,False,48624.0,0.0,0.0,False,False,False
2007-09-05,113.62983836729535,60.31254336096387,False,48624.0,0.0,0.0,False,False,False
2007-09-06,113.89125973903138,60.157153780907095,False,48624.0,0.0,0.0,False,False,False
2007-09-07,112.3074096798001,61.00843569346455,False,48624.0,0.0,0.0,False,False,False
2007-09-10,112.09211804076013,61.48136722568141,False,48624.0,0.0,0.0,False,False,False
2007-09-11,113.39918970381511,61.43407407245972,False,37524.0,0.0,0.0,False,False,False
2007-09-12,113.69134858818177,61.204360789263596,False,37524.0,0.0,0.0,False,False,False
2007-09-13,114.49096972783012,60.657110708474505,False,37524.0,0.0,0.0,False,False,False
2007-09-14,114.48327361779741,60.74494453200557,False,37524.0,0.0,0.0,False,False,False
2007-09-17,113.86819487268336,61.03545593424799,False,37524.0,0.0,0.0,False,False,False
2007-09-18,117.22042565380515,60.57603967698996,True,76941.0,0.0,0.0,False,False,True
2007-09-19,117.91239510799598,60.01527432124203,True,76941.0,0.0,0.0,False,False,True
2007-09-20,117.08202472384195,58.88023348935446,True,76941.0,0.0,0.0,False,False,True
2007-09-21,117.3962478289112,59.38019041692187,True,76941.0,0.0,0.0,False,False,True
2007-09-24,117.17994983705694,59.54909527193748,True,76941.0,0.0,0.0,False,False,True
2007-09-25,116.94819862082551,59.3396549011796,True,152067.0,0.0,0.0,False,False,True
2007-09-26,117.56619793499048,59.393705691880704,True,152067.0,0.0,0.0,False,False,True
2007-09-27,118.26143979632828,59.805828795917044,True,152067.0,0.0,0.0,False,False,True
2007-09-28,117.86747097988439,59.940955772669795,True,152067.0,0.0,0.0,False,False,True
2007-10-01,119.19616537976432,60.281947696121875,True,152067.0,0.0,0.0,False,False,True
2007-10-02,119.03393599219537,60.47185917457509,True,162886.0,0.0,0.0,False,False,True
2007-10-03,118.79446405745361,60.29551538900502,True,162886.0,0.0,0.0,False,False,True
2007-10-04,118.97986738791005,60.526114422431604,True,162886.0,0.0,0.0,False,False,True
2007-10-05,120.39353684082963,59.87500487712522,True,162886.0,0.0,0.0,False,False,True
2007-10-08,119.75236358377715,59.82752830115159,True,162886.0,0.0,0.0,False,False,True
2007-10-09,120.88020142882347,59.75292151397036,True,185071.0,0.0,0.0,False,False,True
2007-10-10,120.67935666134636,59.786835571619534,True,185071.0,0.0,0.0,False,False,True
2007-10-11,120.09998451444604,59.72579130276276,True,185071.0,0.0,0.0,False,False,True
2007-10-12,120.764331714386,59.4341480004794,True,185071.0,0.0,0.0,False,False,True
2007-10-15,119.74463107791031,59.44771569336254,True,185071.0,0.0,0.0,False,False,True
2007-10-16,118.79446405745361,59.46806205812857,True,224396.0,0.0,0.0,False,False,True
2007-10-17,119.15753821249966,60.11917160343495,True,224396.0,0.0,0.0,False,False,True
2007-10-18,118.72494222879114,60.45150763525037,True,224396.0,0.0,0.0,False,False,True
2007-10-19,115.61950422094557,61.353567753308056,False,224396.0,0.0,0.0,False,False,False
2007-10-22,116.29157213939587,61.36035159974963,True,224396.0,0.0,0.0,False,False,True
2007-10-23,117.23401844134224,61.278960966126824,False,181940.0,0.0,0.0,False,False,False
2007-10-24,117.01772044948798,61.73338036109711,False,181940.0,0.0,0.0,False,False,False
2007-10-25,117.2958195514944,61.52312769243655,False,181940.0,0.0,0.0,False,False,False
2007-10-26,118.6708618371493,61.38069796451566,False,181940.0,0.0,0.0,False,False,False
2007-10-29,119.06484244094969,61.61808084438382,False,181940.0,0.0,0.0,False,False,False
2007-10-30,118.23826585344078,61.58417196129333,False,184233.0,0.0,0.0,False,False,False
2007-10-31,119.4665319759039,61.02801556793421,False,184233.0,0.0,0.0,False,False,False
2007-11-01,116.67009951881909,61.81731900058624,False,184233.0,0.0,0.0,False,False,False
2007-11-02,116.80142245763372,62.01486257199799,False,184233.0,0.0,0.0,False,False,False
2007-11-05,115.91305654732916,61.987614645215956,False,184233.0,0.0,0.0,False,False,False
2007-11-06,117.47350216344051,61.68789264762425,False,149432.0,0.0,0.0,False,False,False
2007-11-07,114.25991515966783,61.79688435475238,False,149432.0,0.0,0.0,False,False,False
2007-11-08,113.6805430127675,61.68789264762425,False,149432.0,0.0,0.0,False,False,False
2007-11-09,112.12009739665615,62.21240614340973,False,149432.0,0.0,0.0,False,False,False
2007-11-12,111.00770098863049,62.437197641603504,False,149432.0,0.0,0.0,False,False,False
2007-11-13,114.39123809848246,62.205592862461565,False,203198.0,0.0,0.0,False,False,False
2007-11-14,114.07451182921139,62.27371008091132,False,203198.0,0.0,0.0,False,False,False
2007-11-15,112.4290911600604,62.85952751419839,False,203198.0,0.0,0.0,False,False,False
2007-11-16,112.62221520902716,62.94808457549265,False,203198.0,0.0,0.0,False,False,False
2007-11-19,111.05404887440548,63.356793083201836,False,203198.0,0.0,0.0,False,False,False
2007-11-20,111.7338492987226,63.28867586475208,False,218430.0,0.0,0.0,False,False,False
2007-11-21,109.44725537251914,63.656509883782896,False,218430.0,0.0,0.0,False,False,False
2007-11-23,111.33988048227873,63.84724537125712,False,218430.0,0.0,0.0,False,False,False
2007-11-26,108.88333644999598,65.10743210211487,False,218430.0,0.0,0.0,False,False,False
2007-11-27,110.1347883027031,64.4875534610976,False,258877.0,0.0,0.0,False,False,False
2007-11-28,113.65736906988002,64.05159702660639,False,258877.0,0.0,0.0,False,False,False
2007-11-29,113.69598444978817,64.60335325216326,False,258877.0,0.0,0.0,False,False,False
2007-11-30,114.83928730656815,64.29000988968586,False,258877.0,0.0,0.0,False,False,False
2007-12-03,114.08223254772172,64.79812278734803,False,258877.0,0.0,0.0,False,False,False
2007-12-04,113.06254369860252,64.79128247440242,False,170221.0,0.0,0.0,False,False,False
2007-12-05,114.95515702100562,64.0184940757075,False,170221.0,0.0,0.0,False,False,False
2007-12-06,116.60057769015661,63.457708419656754,False,170221.0,0.0,0.0,False,False,False
2007-12-07,116.57740374726912,62.7464671845824,False,170221.0,0.0,0.0,False,False,False
2007-12-10,117.48122288195084,62.370328237023365,True,170221.0,0.0,0.0,False,False,True
2007-12-11,114.25991515966783,63.59448337278913,False,166901.0,0.0,0.0,False,False,False
2007-12-12,115.38775300471416,62.937954206019725,False,166901.0,0.0,0.0,False,False,False
2007-12-13,115.14828106997238,62.25406900509785,True,166901.0,0.0,0.0,False,False,True
2007-12-14,113.68826373127784,61.96683847294186,False,166901.0,0.0,0.0,False,False,False
2007-12-17,112.06602879237084,62.52078381604698,False,166901.0,0.0,0.0,False,False,False
2007-12-18,112.69174882504615,62.9242787977585,True,328500.0,0.0,0.0,False,False,True
2007-12-19,112.69174882504615,63.75861957770399,False,328500.0,0.0,0.0,False,False,False
2007-12-20,113.4024439107611,63.621839406941604,False,328500.0,0.0,0.0,False,False,False
2007-12-21,115.02885782966756,62.69175511627745,True,328500.0,0.0,0.0,False,False,True
2007-12-24,115.88304460021473,62.39768427117584,True,441780.0,0.0,0.0,False,False,True
2007-12-26,116.1315430528485,61.85057924101634,True,441780.0,0.0,0.0,False,False,True
2007-12-27,114.67164426627112,62.52197247425358,True,441780.0,0.0,0.0,False,False,True
2007-12-28,114.38432829833943,63.49695123350466,True,441780.0,0.0,0.0,False,False,True
2007-12-31,113.53790266104015,63.88487777679237,True,468400.0,0.0,0.0,False,False,True
2008-01-02,112.54392069956349,64.80149075999442,True,468400.0,0.0,0.0,False,False,True
2008-01-03,112.48956906871135,64.71223439146995,True,468400.0,0.0,0.0,False,False,True
2008-01-04,109.73285008622979,64.72596412572094,False,468400.0,0.0,0.0,False,False,False
2008-01-07,109.63966909102132,65.00747344225975,False,468400.0,0.0,0.0,False,False,False
2008-01-08,107.86915908771012,64.93194680798628,False,442044.0,0.0,0.0,False,False,False
2008-01-09,109.0029006929411,65.05553536967403,False,442044.0,0.0,0.0,False,False,False
2008-01-10,109.71731597067557,64.17668570360873,False,442044.0,0.0,0.0,False,False,False
2008-01-11,108.83206096901998,64.67790219830665,False,442044.0,0.0,0.0,False,False,False
2008-01-14,109.70955483742766,64.91821707373528,False,442044.0,0.0,0.0,False,False,False
2008-01-15,107.29451530278834,65.64601347125364,False,519046.0,0.0,0.0,False,False,False
2008-01-16,106.37043093677642,65.1722564450577,False,519046.0,0.0,0.0,False,False,False
2008-01-17,103.61371195429486,66.01677915631691,False,519046.0,0.0,0.0,False,False,False
2008-01-18,102.54985609547023,65.56361935067606,False,519046.0,0.0,0.0,False,False,False
2008-01-22,101.50929548544772,66.26388818104869,False,623706.0,0.0,0.0,False,False,False
2008-01-23,103.94763026888917,66.11290301114548,False,623706.0,0.0,0.0,False,False,False
2008-01-24,104.82512413729687,64.78776102574342,False,623706.0,0.0,0.0,False,False,False
2008-01-25,103.31086187080895,65.87945562202096,False,623706.0,0.0,0.0,False,False,False
2008-01-28,105.0192591100201,65.63227849864543,False,623706.0,0.0,0.0,False,False,False
2008-01-29,105.53953941503136,65.18599141766589,False,631963.0,0.0,0.0,False,False,False
2008-01-30,104.76299952413842,64.76029631888423,False,631963.0,0.0,0.0,False,False,False
2008-01-31,106.67328102026232,65.22031837247198,False,631963.0,0.0,0.0,False,False,False
2008-02-01,108.38943939272137,65.6108638096871,False,631963.0,0.0,0.0,False,False,False
2008-02-04,107.02273345041085,64.93566834063093,False,631963.0,0.0,0.0,False,False,False
2008-02-05,104.15729935716662,65.43172945970177,False,578912.0,0.0,0.0,False,False,False
2008-02-06,103.31863485311526,65.2319267724958,False,578912.0,0.0,0.0,False,False,False
2008-02-07,104.00198189974131,63.82642202060968,False,578912.0,0.0,0.0,False,False,False
2008-02-08,103.33416896866946,64.55673130343962,False,578912.0,0.0,0.0,False,False,False
2008-02-11,103.86221040692863,64.8254302001957,False,578912.0,0.0,0.0,False,False,False
2008-02-12,104.82512413729687,64.43960722156008,False,472793.0,0.0,0.0,False,False,False
2008-02-13,105.89674112936939,63.75745747728953,False,472793.0,0.0,0.0,False,False,False
2008-02-14,104.96489563010957,62.820522643135504,False,472793.0,0.0,0.0,False,False,False
2008-02-15,104.94160038130745,63.302801366430025,False,472793.0,0.0,0.0,False,False,False
2008-02-19,105.23668933154545,62.66205663037081,False,412423.0,0.0,0.0,False,False,False
2008-02-20,105.54730054827925,63.096112737779734,False,412423.0,0.0,0.0,False,False,False
2008-02-21,104.66980667987157,63.764417008947746,True,412423.0,0.0,0.0,False,False,True
2008-02-22,105.3143362111997,63.39925711108893,True,412423.0,0.0,0.0,False,False,True
2008-02-25,106.6422246382123,62.75162643358541,True,412423.0,0.0,0.0,False,False,True
2008-02-26,107.44205977790733,62.77229477080605,True,377048.0,0.0,0.0,False,False,True
2008-02-27,107.33334466714466,62.82741384102366,True,377048.0,0.0,0.0,False,False,True
2008-02-28,106.28501107481586,63.94354610248923,True,377048.0,0.0,0.0,False,False,True
2008-02-29,103.91657388683915,64.92189120129845,False,377048.0,0.0,0.0,False,False,False
2008-03-03,103.66807543420539,64.75513986007972,True,377048.0,0.0,0.0,False,False,True
2008-03-04,103.27204435551101,64.12584766919274,True,434135.0,0.0,0.0,False,False,True
2008-03-05,103.92433502008706,63.35824573373144,True,434135.0,0.0,0.0,False,False,True
2008-03-06,101.77331620457731,63.69709537497827,False,434135.0,0.0,0.0,False,False,False
2008-03-07,100.72499446130689,63.78008122172286,False,434135.0,0.0,0.0,False,False,False
2008-03-10,99.39710603429431,64.72056110494181,False,434135.0,0.0,0.0,False,False,False
2008-03-11,102.9691942720251,64.16733795457638,False,412887.0,0.0,0.0,False,False,False
2008-03-12,102.00628054165686,65.4051824696358,False,412887.0,0.0,0.0,False,False,False
2008-03-13,102.23147189643012,64.89344432867675,False,412887.0,0.0,0.0,False,False,False
2008-03-14,100.64733573259424,65.69562501927595,False,412887.0,0.0,0.0,False,False,False
2008-03-17,99.63007037137386,66.20044635401197,False,412887.0,0.0,0.0,False,False,False
2008-03-18,103.76902941172015,65.94457728353245,False,576672.0,0.0,0.0,False,False,False
2008-03-19,101.19868426871392,67.0372005237718,False,576672.0,0.0,0.0,False,False,False
2008-03-20,103.06392674129603,67.20385809430827,False,576672.0,0.0,0.0,False,False,False
2008-03-24,105.12395626824762,65.9030869981488,False,576672.0,0.0,0.0,False,False,False
2008-03-25,105.22540094974707,66.17969593534286,False,367916.0,0.0,0.0,False,False,False
2008-03-26,103.93787505374435,65.9030869981488,False,367916.0,0.0,0.0,False,False,False
2008-03-27,103.61014443657623,65.43975594879643,False,367916.0,0.0,0.0,False,False,False
2008-03-28,102.61914182086252,66.07597022188374,False,367916.0,0.0,0.0,False,False,False
2008-03-31,102.97809168156252,66.31108887369415,False,367916.0,0.0,0.0,False,False,False
2008-04-01,106.59874999883054,65.23644278842326,False,413859.0,0.0,0.0,False,False,False
2008-04-02,106.66897543679812,65.37541408089848,False,413859.0,0.0,0.0,False,False,False
2008-04-03,106.93427947355525,65.52126319918803,False,413859.0,0.0,0.0,False,False,False
2008-04-04,106.81723707694262,66.11855309244272,False,413859.0,0.0,0.0,False,False,False
2008-04-07,106.87186479979702,65.7712917730522,True,413859.0,0.0,0.0,False,False,True
2008-04-08,106.76262126074099,65.54210332933273,True,469962.0,0.0,0.0,False,False,True
2008-04-09,105.99010572313935,66.22273254801733,False,469962.0,0.0,0.0,False,False,False
2008-04-10,106.13836736328386,66.00048551555888,False,469962.0,0.0,0.0,False,False,False
2008-04-11,104.07833783633227,66.44497958047579,False,469962.0,0.0,0.0,False,False,False
2008-04-14,103.72718683318887,66.0560485983703,False,469962.0,0.0,0.0,False,False,False
2008-04-15,103.96909429727623,65.23651167265716,True,413224.0,0.0,0.0,False,False,True
2008-04-16,106.78602974006351,64.59755211668751,True,413224.0,0.0,0.0,False,False,True
2008-04-17,106.9420902377646,64.48642595106466,True,413224.0,0.0,0.0,False,False,True
2008-04-18,108.05793410764753,64.43086286825324,True,413224.0,0.0,0.0,False,False,True
2008-04-21,108.11256183050193,64.68783815216564,True,413224.0,0.0,0.0,False,False,True
2008-04-22,107.6365695731893,64.9100851846241,True,382567.0,0.0,0.0,False,False,True
2008-04-23,107.46489945372228,64.69478486221388,True,382567.0,0.0,0.0,False,False,True
2008-04-24,107.93309285347831,64.14611134172236,True,382567.0,0.0,0.0,False,False,True
2008-04-25,108.93189432674862,63.771068480926125,True,382567.0,0.0,0.0,False,False,True
2008-04-28,108.95530280607115,63.965533971978864,True,382567.0,0.0,0.0,False,False,True
2008-04-29,108.52612750740357,64.20861583579479,True,365530.0,0.0,0.0,False,False,True
2008-04-30,107.8862639881805,64.67047402643867,True,365530.0,0.0,0.0,False,False,True
2008-05-01,110.11796363459912,64.67144247046255,True,365530.0,0.0,0.0,False,False,True
2008-05-02,110.42228577244472,63.85590603729785,True,365530.0,0.0,0.0,False,False,True
2008-05-05,109.89167769893045,63.85590603729785,True,365530.0,0.0,0.0,False,False,True
2008-05-06,110.8436622135557,63.39585657161575,True,448986.0,0.0,0.0,False,False,True
2008-05-07,108.86946774633762,63.66763291534909,True,448986.0,0.0,0.0,False,False,True
2008-05-08,108.58855408781456,64.23928059203293,True,448986.0,0.0,0.0,False,False,True
2008-05-09,108.38566472481565,64.476271903688,True,448986.0,0.0,0.0,False,False,True
2008-05-12,109.6029651828508,64.37868662030073,True,448986.0,0.0,0.0,False,False,True
2008-05-13,109.61856289796397,63.674673946150435,True,415901.0,0.0,0.0,False,False,True
2008-05-14,109.8448607402854,63.70255621540382,True,415901.0,0.0,0.0,False,False,True
2008-05-15,111.21820978936887,64.28110133691345,True,415901.0,0.0,0.0,False,False,True
2008-05-16,111.31965447086833,64.0162224380059,True,415901.0,0.0,0.0,False,False,True
2008-05-19,111.62397660871392,64.10126256152884,True,415901.0,0.0,0.0,False,False,True
2008-05-20,110.71880905273372,64.43445115880748,True,383224.0,0.0,0.0,False,False,True
2008-05-21,108.84605926701511,64.44838963443462,True,383224.0,0.0,0.0,False,False,True
2008-05-22,108.86165698212828,63.688617739776674,True,383224.0,0.0,0.0,False,False,True
2008-05-23,107.4024728733113,63.96742979631227,True,383224.0,0.0,0.0,False,False,True
2008-05-27,108.19839689023544,63.53526791788264,True,322341.0,0.0,0.0,False,False,True
2008-05-28,108.6977976268706,62.97066127200015,True,322341.0,0.0,0.0,False,False,True
2008-05-29,109.2440153221508,62.51758902113027,True,322341.0,49.07306738950579,106.91923497506768,False,True,True
2008-05-30,109.51713012311728,62.92884052711963,True,322341.0,49.07306738950579,106.5954612177583,False,True,True
2008-06-02,108.38566472481565,63.17045584392695,True,322341.0,49.07306738950579,106.27396728893336,False,True,True
2008-06-03,107.75361196980194,63.62516691091499,False,343184.0,52.5013446320807,156.3355475297396,False,True,False
2008-06-04,107.69899615360029,63.05852335300164,True,343184.0,52.5013446320807,155.85591389237374,False,True,True
2008-06-05,109.85265959784199,62.68075920198109,True,343184.0,52.5013446320807,155.37970813665547,False,True,True
2008-06-06,106.34904367718659,63.492253749484846,False,343184.0,52.5013446320807,154.90689182589205,False,True,False
2008-06-09,106.60654885638714,63.492253749484846,False,343184.0,52.5013446320807,154.4374271101922,False,True,False
2008-06-10,106.07594078287286,63.079509360741405,False,348157.0,53.31930858771688,166.04132203484082,False,True,False
2008-06-11,104.51531199255643,62.93260196932812,False,348157.0,53.31930858771688,165.53851510378036,False,True,False
2008-06-12,104.91326804769213,62.30299505096054,False,348157.0,53.31930858771688,165.03925763766696,False,True,False
2008-06-13,106.23980013813055,62.17008188953039,True,348157.0,53.31930858771688,164.5435102952857,False,True,True
2008-06-16,106.30222671854153,62.18407078227859,True,348157.0,53.31930858771688,164.05123432955207,False,True,True
2008-06-17,105.7872282667932,62.3099921659521,False,321236.0,48.891315897252014,97.94591278117936,False,True,False
2008-06-18,104.75720754999104,62.83466370838593,False,321236.0,48.891315897252014,97.66467407137073,False,True,False
2008-06-19,104.8898595683696,62.46319749458129,False,321236.0,48.891315897252014,97.38531323207931,False,True,False
2008-06-20,103.19600170349099,62.82766659339437,False,321236.0,48.891315897252014,97.10781062597462,False,True,False
2008-06-23,103.09404104137299,62.960585092059446,False,321236.0,48.891315897252014,96.83214689481062,False,True,False
2008-06-24,102.89013168435088,63.37612619190555,False,306659.0,46.49367652839847,60.86195020987997,False,True,False
2008-06-25,103.37638351805724,63.408304381290854,False,306659.0,46.49367652839847,60.692385631034455,False,True,False
2008-06-26,100.56864776858998,63.8350376627825,False,306659.0,46.49367652839847,60.52391935253795,False,True,False
2008-06-27,100.01965183259668,64.58356884983203,False,306659.0,46.49367652839847,60.356540235870305,False,True,False
2008-06-30,100.37258292025545,64.59755774258024,False,306659.0,46.49367652839847,60.190237295995686,False,True,False
2008-07-01,100.68629744808317,64.4448642613559,False,332411.0,50.729390943347816,123.3730982384741,False,True,False
2008-07-02,98.96087053683422,64.78186457945975,False,332411.0,50.729390943347816,123.02772309298749,False,True,False
2008-07-03,99.06282521534528,64.64144867300372,False,332411.0,50.729390943347816,122.68459793978758,False,True,False
2008-07-07,98.05109900449456,64.93632529047547,False,332411.0,50.729390943347816,122.34369980586891,False,True,False
2008-07-08,99.79220894951176,65.35757836636702,False,284307.0,42.81719747422994,3.26941159648135,False,True,False
2008-07-09,97.8707171899283,65.6454379380824,False,284307.0,42.81719747422994,3.260660609181977,False,True,False
2008-07-10,98.27070336249881,65.63841553580255,False,284307.0,42.81719747422994,3.2519640812814887,False,True,False
2008-07-11,97.12564443838663,64.70463958047537,False,284307.0,42.81719747422994,3.243321482090898,False,True,False
2008-07-14,96.24725094079736,65.2733309651028,False,284307.0,42.81719747422994,3.2347322879475793,False,True,False
2008-07-15,94.89043815097546,65.25226911478674,False,333867.0,50.968875262552785,126.10916795879226,False,True,False
2008-07-16,97.21976059181702,64.0727572883763,False,333867.0,50.968875262552785,125.76664608173002,False,True,False
2008-07-17,98.19227024283668,63.74277401602882,False,333867.0,50.968875262552785,125.42628967429188,False,True,False
2008-07-18,98.80401626472384,63.5040605472254,False,333867.0,50.968875262552785,125.08807727467529,False,True,False
2008-07-21,98.85891585832317,63.74979641830866,False,333867.0,50.968875262552785,124.75198771044161,False,True,False
2008-07-22,99.98044125637256,63.433852593997386,False,205312.0,29.824021790441353,-195.58946892252942,False,False,False
2008-07-23,100.52159268367825,63.30747613557757,False,205312.0,29.824021790441353,-195.04374216009253,False,False,False
2008-07-24,98.4354021432968,63.92531897964043,False,205312.0,29.824021790441353,-194.50157726910723,False,False,False
2008-07-25,98.41187460084093,63.286414285261515,False,205312.0,29.824021790441353,-193.9629376192768,False,False,False
2008-07-28,96.96879016627624,63.92531897964043,False,205312.0,29.824021790441353,-193.42778709542222,False,False,False
2008-07-29,99.03929767288942,63.66554366052096,False,256339.0,38.21699318884227,-65.46838763415958,False,False,False
2008-07-30,100.8039351603625,63.72872921146912,False,256339.0,38.21699318884227,-65.30056568472324,False,False,False
2008-07-31,99.47065589660339,64.3606115035682,False,256339.0,38.21699318884227,-65.13374420455536,False,False,False
2008-08-01,98.94518750306595,64.50279608858652,False,256339.0,38.21699318884227,-64.96791385209609,False,False,False
2008-08-04,98.0275714620387,64.35482221935933,False,256339.0,38.21699318884227,-64.80306540433642,False,False,False
2008-08-05,100.67060843070797,63.87566643406057,True,308160.0,46.74056249208435,65.34748010031595,False,True,True
2008-08-06,101.11764370458327,63.61424324376887,True,308160.0,46.74056249208435,65.18275135495217,False,True,True
2008-08-07,99.61182713494551,64.6507699578137,True,308160.0,46.74056249208435,65.01898837739469,False,True,True
2008-08-08,101.46273028355445,64.82693009393851,True,308160.0,46.74056249208435,64.85618229891284,False,True,True
2008-08-11,102.51367903784318,64.20684835013216,True,308160.0,46.74056249208435,64.6943243614754,False,True,True
